"id","gene","category"
"GO:0000139","CAV2","CC"
"GO:0080111","APEX1","BP"
"GO:0005730","APEX1","CC"
"GO:0005739","APEX1","CC"
"GO:0005783","APEX1","CC"
"GO:0016607","APEX1","CC"
"GO:0003677","LCOR","MF"
"GO:0005829","TP53INP1","CC"
"GO:0016605","TP53INP1","CC"
"GO:0001570","APLNRB","BP"
"GO:0043951","APLNRB","BP"
"GO:0045766","APLNRB","BP"
"GO:0051281","APLNRB","BP"
"GO:0060976","APLNRB","BP"
"GO:1903589","APLNRB","BP"
"GO:1904325","APLNRB","BP"
"GO:0005886","APLNRB","CC"
"GO:0030331","CNOT1","MF"
"GO:0042974","CNOT1","MF"
"GO:0000122","CNOT1","BP"
"GO:0010606","CNOT1","BP"
"GO:0033147","CNOT1","BP"
"GO:0048387","CNOT1","BP"
"GO:0060213","CNOT1","BP"
"GO:1900153","CNOT1","BP"
"GO:0000932","CNOT1","CC"
"GO:0005634","CNOT1","CC"
"GO:0030014","CNOT1","CC"
"GO:0005815","YES1","CC"
"GO:0005829","YES1","CC"
"GO:0005886","RAB39BB","CC"
"GO:0016540","PISD","BP"
"GO:0031305","PISD","CC"
"GO:0030335","ELP5","BP"
"GO:0005634","ELP5","CC"
"GO:0005737","ELP5","CC"
"GO:0033588","ELP5","CC"
"GO:0005179","FAM132A","MF"
"GO:0046324","FAM132A","BP"
"GO:0005576","FAM132A","CC"
"GO:0010494","G3BP2","CC"
"GO:0004720","LOXL2B","MF"
"GO:0005507","LOXL2B","MF"
"GO:0005509","LOXL2B","MF"
"GO:0000122","LOXL2B","BP"
"GO:0001666","LOXL2B","BP"
"GO:0001837","LOXL2B","BP"
"GO:0001935","LOXL2B","BP"
"GO:0002040","LOXL2B","BP"
"GO:0010718","LOXL2B","BP"
"GO:0018057","LOXL2B","BP"
"GO:0006094","G6PC3","BP"
"GO:0005789","G6PC3","CC"
"GO:0045943","RASL11A","BP"
"GO:0005730","RASL11A","CC"
"GO:0005576","FIBINB","CC"
"GO:0005783","FIBINB","CC"
"GO:0005634","NDUFAF3","CC"
"GO:0008156","PDS5A","BP"
"GO:0003729","ESRP1","MF"
"GO:0043484","ESRP1","BP"
"GO:0005634","ESRP1","CC"
"GO:0000139","HS2ST1A","CC"
"GO:0003779","WASF3B","MF"
"GO:0005856","WASF3B","CC"
"GO:0022618","SHQ1","BP"
"GO:0005829","SHQ1","CC"
"GO:0005789","RDH10A","CC"
"GO:0030199","LOXL2B","BP"
"GO:0032332","LOXL2B","BP"
"GO:0043542","LOXL2B","BP"
"GO:0070828","LOXL2B","BP"
"GO:1902455","LOXL2B","BP"
"GO:0000785","LOXL2B","CC"
"GO:0005604","LOXL2B","CC"
"GO:0005634","LOXL2B","CC"
"GO:0005783","LOXL2B","CC"
"GO:0042572","RDH10A","BP"
"GO:1904395","MESDC2","BP"
"GO:0005783","MESDC2","CC"
"GO:0000976","CREB3L2","MF"
"GO:0002062","CREB3L2","BP"
"GO:0034976","CREB3L2","BP"
"GO:0005634","CREB3L2","CC"
"GO:0005783","CREB3L2","CC"
"GO:0005789","CREB3L2","CC"
"GO:0030259","B4GALNT1A","BP"
"GO:0030173","B4GALNT1A","CC"
"GO:0005737","NCAPH","CC"
"GO:0005634","RANBP9","CC"
"GO:0005737","RANBP9","CC"
"GO:0005886","RANBP9","CC"
"GO:0005515","DCLK2A","MF"
"GO:0005524","DCLK2A","MF"
"GO:0005739","RNMTL1B","CC"
"GO:0005737","NUSAP1","CC"
"GO:0003682","BAP1","MF"
"GO:0004843","BAP1","MF"
"GO:0001558","BAP1","BP"
"GO:0016579","BAP1","BP"
"GO:0035522","BAP1","BP"
"GO:0045892","BAP1","BP"
"GO:0051726","BAP1","BP"
"GO:0071108","BAP1","BP"
"GO:0005634","BAP1","CC"
"GO:0005737","BAP1","CC"
"GO:0035517","BAP1","CC"
"GO:0055037","AMOTL2A","CC"
"GO:0016020","CYP17A1","CC"
"GO:0018216","PRMT7","BP"
"GO:0034969","PRMT7","BP"
"GO:0043046","PRMT7","BP"
"GO:0005634","PRMT7","CC"
"GO:0005829","PRMT7","CC"
"GO:0030133","EXOC3L1","CC"
"GO:0005524","EPHB2B","MF"
"GO:0005634","SI:CH211-57H10.1","CC"
"GO:0005737","SI:CH211-57H10.1","CC"
"GO:0035243","PRMT7","MF"
"GO:0044020","PRMT7","MF"
"GO:0000387","PRMT7","BP"
"GO:0006349","PRMT7","BP"
"GO:0004601","PRDX1","MF"
"GO:0016324","ATP6V1AA","CC"
"GO:0005886","SLC12A9","CC"
"GO:0005524","MMAB","MF"
"GO:0005634","RFX4","CC"
"GO:0016529","MTMR12","CC"
"GO:0030017","MTMR12","CC"
"GO:0016567","SI:DKEY-3H3.3","BP"
"GO:0005737","SI:DKEY-3H3.3","CC"
"GO:0016024","CDS2","BP"
"GO:0016021","CDS2","CC"
"GO:0000981","FOXN4","MF"
"GO:0000987","FOXN4","MF"
"GO:0003682","FOXN4","MF"
"GO:0006355","FOXN4","BP"
"GO:0010842","FOXN4","BP"
"GO:0035881","FOXN4","BP"
"GO:0045944","FOXN4","BP"
"GO:0060579","FOXN4","BP"
"GO:0005634","FOXN4","CC"
"GO:0005886","OCLNB","CC"
"GO:0005923","OCLNB","CC"
"GO:0016021","OCLNB","CC"
"GO:0005886","MARVELD2B","CC"
"GO:0005923","MARVELD2B","CC"
"GO:0016021","MARVELD2B","CC"
"GO:0015030","AK6","CC"
"GO:0098793","SEPT3","CC"
"GO:0000776","ERCC6L","CC"
"GO:0006364","UTP11L","BP"
"GO:0005524","CKMA","MF"
"GO:0005764","HEXB","CC"
"GO:0001895","POC1B","BP"
"GO:0007099","POC1B","BP"
"GO:0060271","POC1B","BP"
"GO:0005814","POC1B","CC"
"GO:0005643","NUP88","CC"
"GO:0005694","CDCA5","CC"
"GO:0016607","CCNL1A","CC"
"GO:0045724","TAPT1B","BP"
"GO:0005813","TAPT1B","CC"
"GO:0036064","TAPT1B","CC"
"GO:0043066","NAA38","BP"
"GO:0005634","NAA38","CC"
"GO:0005737","NAA38","CC"
"GO:0031417","NAA38","CC"
"GO:0005886","LRRC8DA","CC"
"GO:0004713","BAZ1B","MF"
"GO:0035173","BAZ1B","MF"
"GO:0006974","BAZ1B","BP"
"GO:0016572","BAZ1B","BP"
"GO:0005634","BAZ1B","CC"
"GO:0016829","TSEN34","MF"
"GO:0000214","TSEN34","CC"
"GO:0005524","UBE2L3B","MF"
"GO:0005634","FOXD1","CC"
"GO:0045724","SDCCAG3","BP"
"GO:0070544","ZGC:162967","BP"
"GO:1903566","SDCCAG3","BP"
"GO:0005813","SDCCAG3","CC"
"GO:0036064","SDCCAG3","CC"
"GO:0016020","GBGT1L4","CC"
"GO:0005524","MARK3B","MF"
"GO:0030425","MARK3B","CC"
"GO:0016567","ASB12A","BP"
"GO:0005815","CCDC85B","CC"
"GO:0005912","CCDC85B","CC"
"GO:0006189","ATIC","BP"
"GO:0018230","ZDHHC8B","BP"
"GO:0000139","ZDHHC8B","CC"
"GO:0031966","ZDHHC8B","CC"
"GO:0050966","TMEM120A","BP"
"GO:0005634","HIRA","CC"
"GO:0005471","SLC25A5","MF"
"GO:0016021","SLC25A5","CC"
"GO:0006886","AP3M2","BP"
"GO:0005794","AP3M2","CC"
"GO:0030659","AP3M2","CC"
"GO:0016226","NARFL","BP"
"GO:0097361","NARFL","CC"
"GO:0030131","AP3M2","CC"
"GO:0050660","ACADM","MF"
"GO:0005759","ACADM","CC"
"GO:0003723","PATL1","MF"
"GO:0000290","PATL1","BP"
"GO:0033962","PATL1","BP"
"GO:0000932","PATL1","CC"
"GO:0016605","PATL1","CC"
"GO:0016607","PATL1","CC"
"GO:0005794","ARHGEF1A","CC"
"GO:0005923","ARHGEF1A","CC"
"GO:0017183","DPH6","BP"
"GO:0003725","ZNF346","MF"
"GO:0005634","ZNF346","CC"
"GO:0005737","ZNF346","CC"
"GO:0005886","SPNS2","CC"
"GO:0010008","SPNS2","CC"
"GO:0005576","STM","CC"
"GO:0005524","PRKACAA","MF"
"GO:0000139","SREBF2","CC"
"GO:0005789","SREBF2","CC"
"GO:0012507","SREBF2","CC"
"GO:0005216","TMEM120A","MF"
"GO:0034220","TMEM120A","BP"
"GO:0005637","TMEM120A","CC"
"GO:0005886","TMEM120A","CC"
"GO:0042030","ATPIF1A","MF"
"GO:0042803","ATPIF1A","MF"
"GO:0051117","ATPIF1A","MF"
"GO:0051289","ATPIF1A","BP"
"GO:0051346","ATPIF1A","BP"
"GO:0030501","ATRAID","BP"
"GO:0033689","ATRAID","BP"
"GO:0045669","ATRAID","BP"
"GO:1903363","ATRAID","BP"
"GO:0005635","ATRAID","CC"
"GO:0005886","ATRAID","CC"
"GO:0048471","ATRAID","CC"
"GO:0005737","WBSCR22","CC"
"GO:0005783","TNRC5","CC"
"GO:0010468","ATRAID","BP"
"GO:0006636","ELOVL2","BP"
"GO:0032435","BAG6","BP"
"GO:0042771","BAG6","BP"
"GO:0042981","BAG6","BP"
"GO:0045995","BAG6","BP"
"GO:0050821","BAG6","BP"
"GO:0061857","BAG6","BP"
"GO:0070059","BAG6","BP"
"GO:0071712","BAG6","BP"
"GO:0071816","BAG6","BP"
"GO:0005576","BAG6","CC"
"GO:0005634","BAG6","CC"
"GO:0005829","BAG6","CC"
"GO:0071818","BAG6","CC"
"GO:0005634","PPP1R10","CC"
"GO:0030961","NDUFAF5","BP"
"GO:0032981","NDUFAF5","BP"
"GO:0005739","NDUFAF5","CC"
"GO:0005743","NDUFAF5","CC"
"GO:0005739","ATPAF2","CC"
"GO:0005506","ZGC:162967","MF"
"GO:0016706","ZGC:162967","MF"
"GO:0032453","ZGC:162967","MF"
"GO:0051864","ZGC:162967","MF"
"GO:0034720","ZGC:162967","BP"
"GO:0045668","ZGC:162967","BP"
"GO:0005634","ZGC:162967","CC"
"GO:0005654","ZGC:162967","CC"
"GO:0006121","SDHAF2","BP"
"GO:0018293","SDHAF2","BP"
"GO:0005739","SDHAF2","CC"
"GO:0005759","SDHAF2","CC"
"GO:0005515","JAM3B","MF"
"GO:0005886","JAM3B","CC"
"GO:0005923","JAM3B","CC"
"GO:0030057","JAM3B","CC"
"GO:0030658","PTPRN2","CC"
"GO:0071786","TMEM170A","BP"
"GO:0005635","TMEM170A","CC"
"GO:0005789","TMEM170A","CC"
"GO:0000776","CFDP1","CC"
"GO:0005634","RANGRF","CC"
"GO:0005886","RANGRF","CC"
"GO:0048471","RANGRF","CC"
"GO:0005509","TMEM2","MF"
"GO:0031593","BAG6","MF"
"GO:0043022","BAG6","MF"
"GO:0070628","BAG6","MF"
"GO:0001822","BAG6","BP"
"GO:0007130","BAG6","BP"
"GO:0007283","BAG6","BP"
"GO:0007420","BAG6","BP"
"GO:0010498","BAG6","BP"
"GO:0018393","BAG6","BP"
"GO:0030324","BAG6","BP"
"GO:0030433","BAG6","BP"
"GO:0005524","SI:CH211-195B13.1","MF"
"GO:0016073","MEPCE","BP"
"GO:0040031","MEPCE","BP"
"GO:1904871","MEPCE","BP"
"GO:1905382","MEPCE","BP"
"GO:0005634","MEPCE","CC"
"GO:1990904","MEPCE","CC"
"GO:0008173","MEPCE","MF"
"GO:0008757","MEPCE","MF"
"GO:1990276","MEPCE","MF"
"GO:0001510","MEPCE","BP"
"GO:0005856","IQCG","CC"
"GO:0005765","BORCS8","CC"
"GO:0099078","BORCS8","CC"
"GO:0070981","ASNS","BP"
"GO:0036435","FAM63A","MF"
"GO:0030658","SCG3","CC"
"GO:0005815","MLLT11","CC"
"GO:0005634","DNMT3BB.2","CC"
"GO:0005634","RBPJA","CC"
"GO:0005634","RBPJB","CC"
"GO:0090141","MIEF1","BP"
"GO:0090314","MIEF1","BP"
"GO:0005739","MIEF1","CC"
"GO:0005741","MIEF1","CC"
"GO:0005509","MICU1","MF"
"GO:0006851","MICU1","BP"
"GO:0051560","MICU1","BP"
"GO:0051561","MICU1","BP"
"GO:0070509","MICU1","BP"
"GO:0005743","MICU1","CC"
"GO:0005634","PLEKHO1A","CC"
"GO:0005737","PLEKHO1A","CC"
"GO:0016020","PLEKHO1A","CC"
"GO:0005759","SUPV3L1","CC"
"GO:0042645","SUPV3L1","CC"
"GO:0045025","SUPV3L1","CC"
"GO:0003677","SUPV3L1","MF"
"GO:0003678","SUPV3L1","MF"
"GO:0003724","SUPV3L1","MF"
"GO:0003725","SUPV3L1","MF"
"GO:0034458","SUPV3L1","MF"
"GO:0000958","SUPV3L1","BP"
"GO:0000962","SUPV3L1","BP"
"GO:0000965","SUPV3L1","BP"
"GO:0006310","SUPV3L1","BP"
"GO:0030307","SUPV3L1","BP"
"GO:0032508","SUPV3L1","BP"
"GO:0035945","SUPV3L1","BP"
"GO:0035946","SUPV3L1","BP"
"GO:0043066","SUPV3L1","BP"
"GO:0070584","SUPV3L1","BP"
"GO:0070827","SUPV3L1","BP"
"GO:0005634","SUPV3L1","CC"
"GO:0005739","SUPV3L1","CC"
"GO:0003382","RILPL2","BP"
"GO:1903445","RILPL2","BP"
"GO:0005813","RILPL2","CC"
"GO:0005829","RILPL2","CC"
"GO:0005929","RILPL2","CC"
"GO:0030867","NAT8L","CC"
"GO:0006400","WDR4","BP"
"GO:0005634","WDR4","CC"
"GO:0016021","CLDN11B","CC"
"GO:0005524","UBE2D4","MF"
"GO:0005789","PLOD2","CC"
"GO:0005737","ZGC:123105","CC"
"GO:0008283","FAM83D","BP"
"GO:0051310","FAM83D","BP"
"GO:0070372","FAM83D","BP"
"GO:0005737","FAM83D","CC"
"GO:0097431","FAM83D","CC"
"GO:0005634","CNOT11","CC"
"GO:0005737","CNOT11","CC"
"GO:0030014","CNOT11","CC"
"GO:0005634","PBX3B","CC"
"GO:0005819","HSPB1","CC"
"GO:0005515","LNX2B","MF"
"GO:0006281","SUPT16H","BP"
"GO:0007224","TMEM17","BP"
"GO:0060271","TMEM17","BP"
"GO:0035869","TMEM17","CC"
"GO:0060170","TMEM17","CC"
"GO:0036038","TMEM17","CC"
"GO:0005078","SH3RF1","MF"
"GO:0061630","SH3RF1","MF"
"GO:0001764","SH3RF1","BP"
"GO:0043370","SH3RF1","BP"
"GO:0046330","SH3RF1","BP"
"GO:0051865","SH3RF1","BP"
"GO:2000564","SH3RF1","BP"
"GO:0005794","SH3RF1","CC"
"GO:0030027","SH3RF1","CC"
"GO:0048471","SH3RF1","CC"
"GO:0006486","KDELC2","BP"
"GO:0048039","SDHB","MF"
"GO:0051537","SDHB","MF"
"GO:0051538","SDHB","MF"
"GO:0051539","SDHB","MF"
"GO:0006099","SDHB","BP"
"GO:0005743","SDHB","CC"
"GO:0005749","SDHB","CC"
"GO:0005759","LYRM7","CC"
"GO:0003723","ZGC:165603","MF"
"GO:0005634","ZGC:165603","CC"
"GO:0005737","ZGC:165603","CC"
"GO:0005524","OXSR1A","MF"
"GO:0004843","USP33","MF"
"GO:0008270","USP33","MF"
"GO:0007411","USP33","BP"
"GO:0008277","USP33","BP"
"GO:0016477","USP33","BP"
"GO:0016579","USP33","BP"
"GO:0051298","USP33","BP"
"GO:0070536","USP33","BP"
"GO:0071108","USP33","BP"
"GO:0005813","USP33","CC"
"GO:0048471","USP33","CC"
"GO:0003723","PPIL4","MF"
"GO:0050211","COLGALT1","MF"
"GO:1904028","COLGALT1","BP"
"GO:0005788","COLGALT1","CC"
"GO:0031966","NGRN","CC"
"GO:0005576","NSUN2","CC"
"GO:0030659","SNX18A","CC"
"GO:0031901","STAM","CC"
"GO:0005524","PRKAA1","MF"
"GO:0005737","SI:DKEY-27P23.3","CC"
"GO:0005929","SI:DKEY-27P23.3","CC"
"GO:0005795","SULF2A","CC"
"GO:0004065","SULF2A","MF"
"GO:0005509","SULF2A","MF"
"GO:0002063","SULF2A","BP"
"GO:0014846","SULF2A","BP"
"GO:0035860","SULF2A","BP"
"GO:0048706","SULF2A","BP"
"GO:0060348","SULF2A","BP"
"GO:0060384","SULF2A","BP"
"GO:0005615","SULF2A","CC"
"GO:0005524","PAK2B","MF"
"GO:0006506","PIGX","BP"
"GO:0005789","PIGX","CC"
"GO:0005789","TRIQK","CC"
"GO:0009204","ITPA","BP"
"GO:0000166","CHFR","MF"
"GO:0004842","CHFR","MF"
"GO:0000209","CHFR","BP"
"GO:0019941","CHFR","BP"
"GO:0005634","CHFR","CC"
"GO:0016605","CHFR","CC"
"GO:0005737","SLA1","CC"
"GO:0006511","ZNRF3","BP"
"GO:0016567","ZNRF3","BP"
"GO:0038018","ZNRF3","BP"
"GO:0072089","ZNRF3","BP"
"GO:0090090","ZNRF3","BP"
"GO:2000051","ZNRF3","BP"
"GO:0005887","ZNRF3","CC"
"GO:0030992","IFT46","CC"
"GO:0042995","THSD7AA","CC"
"GO:0005524","MAP2K1","MF"
"GO:0005856","PFN2L","CC"
"GO:0005524","YRK","MF"
"GO:0005634","USP22","CC"
"GO:0016021","SYNGR3B","CC"
"GO:0045050","EMC10","BP"
"GO:0071816","EMC10","BP"
"GO:0016021","EMC10","CC"
"GO:0030176","EMC10","CC"
"GO:0072546","EMC10","CC"
"GO:0046872","HMOX2A","MF"
"GO:0043515","SPDL1","MF"
"GO:0000132","SPDL1","BP"
"GO:0007080","SPDL1","BP"
"GO:0034501","SPDL1","BP"
"GO:0000922","SPDL1","CC"
"GO:0005634","SPDL1","CC"
"GO:0000940","SPDL1","CC"
"GO:0005737","MYLK3","CC"
"GO:0006635","HADHAA","BP"
"GO:0000276","ATP5IA","CC"
"GO:0004864","PHACTR3B","MF"
"GO:0000822","XPR1B","MF"
"GO:0015114","XPR1B","MF"
"GO:0015562","XPR1B","MF"
"GO:0030643","XPR1B","BP"
"GO:0035435","XPR1B","BP"
"GO:0031226","XPR1B","CC"
"GO:0000932","RC3H1B","CC"
"GO:0005789","TMEM199","CC"
"GO:0002128","FTSJ1","BP"
"GO:0005634","CNOT8","CC"
"GO:0031966","COX14","CC"
"GO:0005634","CERS5","CC"
"GO:0005789","CERS5","CC"
"GO:0016021","CERS5","CC"
"GO:0005634","JUNBA","CC"
"GO:0004298","PSMB4","MF"
"GO:0070537","USP16","BP"
"GO:0140014","USP16","BP"
"GO:0005634","USP16","CC"
"GO:0003713","USP16","MF"
"GO:0004197","USP16","MF"
"GO:0004843","USP16","MF"
"GO:0008270","USP16","MF"
"GO:0042393","USP16","MF"
"GO:0043130","USP16","MF"
"GO:0000278","USP16","BP"
"GO:0006974","USP16","BP"
"GO:0045893","USP16","BP"
"GO:0045901","USP16","BP"
"GO:0051289","USP16","BP"
"GO:0000139","B3GNT3","CC"
"GO:0033617","COA3A","BP"
"GO:0070131","COA3A","BP"
"GO:0031305","COA3A","CC"
"GO:0000126","BRF2","CC"
"GO:0016427","METTL2A","MF"
"GO:0030488","METTL2A","BP"
"GO:0001006","BRF2","MF"
"GO:0006359","BRF2","BP"
"GO:0034599","BRF2","BP"
"GO:0003723","HNRNPL2","MF"
"GO:0006839","KIF1BP","BP"
"GO:0005739","KIF1BP","CC"
"GO:0005856","KIF1BP","CC"
"GO:0005634","KIF22","CC"
"GO:0000139","TMEM59L","CC"
"GO:0005789","TMX2A","CC"
"GO:0031966","TMX2A","CC"
"GO:0046872","CYB5A","MF"
"GO:0005737","PPP4CA","CC"
"GO:0005815","PPP4CA","CC"
"GO:0006065","UGDH","BP"
"GO:0003924","RAB3C","MF"
"GO:0005525","RAB3C","MF"
"GO:0006886","RAB3C","BP"
"GO:0006750","GCLM","BP"
"GO:0016567","CYBRD1","BP"
"GO:0005730","CYBRD1","CC"
"GO:0080008","CYBRD1","CC"
"GO:0000349","CCDC94","BP"
"GO:0005524","PLK2B","MF"
"GO:0000776","CENPH","CC"
"GO:0031901","STAM2","CC"
"GO:0005789","PLOD1A","CC"
"GO:0005737","SI:CH211-163L21.7","CC"
"GO:0005856","SI:CH211-163L21.7","CC"
"GO:0005635","ZGC:162025","CC"
"GO:0030246","MLEC","MF"
"GO:0005783","MLEC","CC"
"GO:0005789","MLEC","CC"
"GO:0035338","ELOVL7A","BP"
"GO:0006636","ELOVL7A","BP"
"GO:0005789","RPE65B","CC"
"GO:0005886","RPE65B","CC"
"GO:0005886","PRKAR2AA","CC"
"GO:0001523","RPE65C","BP"
"GO:0005789","RPE65C","CC"
"GO:0005886","RPE65C","CC"
"GO:0001523","RPE65B","BP"
"GO:0005634","BTBD6A","CC"
"GO:0005634","PPARDB","CC"
"GO:0005576","HTRA1B","CC"
"GO:0005829","HTRA1B","CC"
"GO:0005737","PPP4CB","CC"
"GO:0005815","PPP4CB","CC"
"GO:0006886","AP3M1","BP"
"GO:0005794","AP3M1","CC"
"GO:0030659","AP3M1","CC"
"GO:0030131","AP3M1","CC"
"GO:0005524","UBE2D3","MF"
"GO:0000139","TMEM59","CC"
"GO:0005576","THEM6","CC"
"GO:0005886","SMURF2","CC"
"GO:0045121","SMURF2","CC"
"GO:0005634","SMURF2","CC"
"GO:0016567","UBAC1","BP"
"GO:0005737","UBAC1","CC"
"GO:0005634","KCTD13","CC"
"GO:0005515","CADM3","MF"
"GO:0005515","CADM4","MF"
"GO:0002039","CHD8","MF"
"GO:0003677","CHD8","MF"
"GO:0005576","ENPP1","CC"
"GO:0006886","AP1G2","BP"
"GO:0000729","SMARCAD1A","BP"
"GO:0006338","SMARCAD1A","BP"
"GO:0035861","SMARCAD1A","CC"
"GO:0005634","FOXD5","CC"
"GO:0016197","CORO1CA","BP"
"GO:0090148","CORO1CA","BP"
"GO:0097750","CORO1CA","BP"
"GO:0140285","CORO1CA","BP"
"GO:0005938","CORO1CA","CC"
"GO:0010008","CORO1CA","CC"
"GO:0030027","CORO1CA","CC"
"GO:0032587","CORO1CA","CC"
"GO:0006338","CHD8","BP"
"GO:0043066","CHD8","BP"
"GO:0045892","CHD8","BP"
"GO:0045893","CHD8","BP"
"GO:0005634","CHD8","CC"
"GO:0071339","CHD8","CC"
"GO:0005524","CHD8","MF"
"GO:0008013","CHD8","MF"
"GO:0008094","CHD8","MF"
"GO:0042393","CHD8","MF"
"GO:0030178","CHD8","BP"
"GO:1902600","ATP6V1H","BP"
"GO:0000221","ATP6V1H","CC"
"GO:0046961","ATP6V1H","MF"
"GO:0005634","TBX2A","CC"
"GO:0005524","BCKDK","MF"
"GO:0005759","BCKDK","CC"
"GO:0003682","LRWD1","MF"
"GO:0008327","LRWD1","MF"
"GO:0035064","LRWD1","MF"
"GO:0006325","LRWD1","BP"
"GO:0071169","LRWD1","BP"
"GO:0000776","LRWD1","CC"
"GO:0000781","LRWD1","CC"
"GO:0005634","LRWD1","CC"
"GO:0005721","LRWD1","CC"
"GO:0005815","LRWD1","CC"
"GO:0005664","LRWD1","CC"
"GO:0005634","PSMC4","CC"
"GO:0035098","SUZ12B","CC"
"GO:0005737","CDCA7A","CC"
"GO:0030424","NEFMB","CC"
"GO:0005737","STARD8","CC"
"GO:0000781","DCLRE1B","CC"
"GO:0005634","TBX15","CC"
"GO:0005634","HSP70L","CC"
"GO:0005737","HSP70L","CC"
"GO:0016567","SPSB4A","BP"
"GO:0005634","ENSDARG00000021959","CC"
"GO:0003723","DIMT1L","MF"
"GO:0005524","UBE2E3","MF"
"GO:0046872","NRP2B","MF"
"GO:0005524","MKNK2B","MF"
"GO:0045335","SRGAP2","CC"
"GO:0005634","MYOG","CC"
"GO:0005096","SRGAP2","MF"
"GO:0031267","SRGAP2","MF"
"GO:0042803","SRGAP2","MF"
"GO:0043547","SRGAP2","BP"
"GO:0046847","SRGAP2","BP"
"GO:0048812","SRGAP2","BP"
"GO:0051014","SRGAP2","BP"
"GO:0060996","SRGAP2","BP"
"GO:2001223","SRGAP2","BP"
"GO:0005634","SRGAP2","CC"
"GO:0005829","SRGAP2","CC"
"GO:0005886","SRGAP2","CC"
"GO:0014069","SRGAP2","CC"
"GO:0030027","SRGAP2","CC"
"GO:0044327","SRGAP2","CC"
"GO:0045211","SRGAP2","CC"
"GO:0005524","PLK3","MF"
"GO:0005737","CACYBP","CC"
"GO:0031258","NCKAP1","CC"
"GO:0005783","TMTC4","CC"
"GO:0015835","SLC15A2","BP"
"GO:0070424","SLC15A2","BP"
"GO:0140206","SLC15A2","BP"
"GO:0005887","SLC15A2","CC"
"GO:0005515","UPF3A","MF"
"GO:0005815","ODF2B","CC"
"GO:0042351","TSTA3","BP"
"GO:0005524","KIF2C","MF"
"GO:0005634","MLLT1B","CC"
"GO:0016567","CUL3B","BP"
"GO:0005886","LYPD6B","CC"
"GO:0005524","KIF5C","MF"
"GO:0016020","COL4A5","CC"
"GO:0005634","IMPDH2","CC"
"GO:0005634","FOXD2","CC"
"GO:0005634","FOXE3","CC"
"GO:0005515","SYN1","MF"
"GO:0005794","SYN1","CC"
"GO:0005654","GEN1","CC"
"GO:0005730","GEN1","CC"
"GO:0005739","GEN1","CC"
"GO:0000166","IMPDH2","MF"
"GO:0046872","IMPDH2","MF"
"GO:0006177","IMPDH2","BP"
"GO:0005634","HSP70.2","CC"
"GO:0005737","HSP70.2","CC"
"GO:0005634","MIF4GDA","CC"
"GO:0005524","CDC7","MF"
"GO:0016757","ZGC:194839","MF"
"GO:0005759","TRMT5","CC"
"GO:0051301","SPC25","BP"
"GO:0005634","SPC25","CC"
"GO:0005515","APPB","MF"
"GO:0008201","APPB","MF"
"GO:0005798","APPB","CC"
"GO:0016021","APPB","CC"
"GO:0006486","GALNT2","BP"
"GO:0000139","GALNT2","CC"
"GO:0005737","GBP3","CC"
"GO:0000049","AIMP1","MF"
"GO:0005634","JUND","CC"
"GO:0031627","DCLRE1B","BP"
"GO:0031848","DCLRE1B","BP"
"GO:0031860","DCLRE1B","BP"
"GO:0005634","DCLRE1B","CC"
"GO:0005813","DCLRE1B","CC"
"GO:0008409","DCLRE1B","MF"
"GO:0005524","KIF18A","MF"
"GO:0003723","TRA2B","MF"
"GO:0005576","NPB","CC"
"GO:0005576","INSL5A","CC"
"GO:0005524","PKMYT1","MF"
"GO:0005524","STK26","MF"
"GO:0005576","NPC2","CC"
"GO:0032731","SI:DKEY-13I19.8","BP"
"GO:1900227","SI:DKEY-13I19.8","BP"
"GO:0005741","SI:DKEY-13I19.8","CC"
"GO:0005758","SI:DKEY-13I19.8","CC"
"GO:0070300","UQCC3","MF"
"GO:1901612","UQCC3","MF"
"GO:0006122","UQCC3","BP"
"GO:0034551","UQCC3","BP"
"GO:0042407","UQCC3","BP"
"GO:0031305","UQCC3","CC"
"GO:0005634","OTPA","CC"
"GO:0005634","FOXI3B","CC"
"GO:0005743","TIMM8B","CC"
"GO:0031267","RAB11FIP4B","MF"
"GO:0042803","RAB11FIP4B","MF"
"GO:0032465","RAB11FIP4B","BP"
"GO:0005768","RAB11FIP4B","CC"
"GO:0030139","RAB11FIP4B","CC"
"GO:0030496","RAB11FIP4B","CC"
"GO:0032154","RAB11FIP4B","CC"
"GO:0055038","RAB11FIP4B","CC"
"GO:0005634","NR2F2","CC"
"GO:0003351","LRRC6","BP"
"GO:0030317","LRRC6","BP"
"GO:0036158","LRRC6","BP"
"GO:0005737","KLHL40A","CC"
"GO:0051649","LRRC6","BP"
"GO:0060287","LRRC6","BP"
"GO:0061512","LRRC6","BP"
"GO:0090660","LRRC6","BP"
"GO:0070286","LRRC6","BP"
"GO:0120229","LRRC6","BP"
"GO:0120293","LRRC6","CC"
"GO:0005829","LRRC6","CC"
"GO:0005634","ATF7A","CC"
"GO:0098528","KLHL40A","BP"
"GO:0031672","KLHL40A","CC"
"GO:0031674","KLHL40A","CC"
"GO:0031463","KLHL40A","CC"
"GO:0016925","NSMCE2","BP"
"GO:0030027","ITGB1B.1","CC"
"GO:0032587","ITGB1B.1","CC"
"GO:0042470","ITGB1B.1","CC"
"GO:0031398","KLHL40A","BP"
"GO:0032436","KLHL40A","BP"
"GO:0048741","KLHL40A","BP"
