"id","gene","category"
"GO:0004842","UBR4","MF"
"GO:0005615","FGF8A","CC"
"GO:0098958","ACTR10","BP"
"GO:0005940","ZGC:63587","CC"
"GO:0006355","POGZA","BP"
"GO:0012505","NRBP1","CC"
"GO:0006954","TUSC2A","BP"
"GO:0006357","E2F8","BP"
"GO:0031234","STYK1","CC"
"GO:0031941","LDB3B","CC"
"GO:0043966","TADA3L","BP"
"GO:0005634","ZNF646","CC"
"GO:0005886","SCHIP1","CC"
"GO:0000175","CNOT6A","MF"
"GO:0030054","SPTBN2","CC"
"GO:0000993","RPRD2A","MF"
"GO:0007346","ASUN","BP"
"GO:0003779","LRRC10","MF"
"GO:0005654","PSME3","CC"
"GO:0007097","SYNE3","BP"
"GO:0045055","RAB11BA","BP"
"GO:0097153","CASP3A","MF"
"GO:0043488","PUM2","BP"
"GO:0005104","FGF24","MF"
"GO:0005739","BADB","CC"
"GO:0005634","SI:DKEYP-84F3.5","CC"
"GO:0005802","TGOLN2","CC"
"GO:0086010","CACNA1G","BP"
"GO:0005874","KIF1C","CC"
"GO:0009060","NDUFS8A","BP"
"GO:0005615","WNT16","CC"
"GO:0048870","TPTE","BP"
"GO:0051087","DNAJB1B","MF"
"GO:0016567","RPS27A","BP"
"GO:0030627","SNRPC","MF"
"GO:1990904","G3BP2","CC"
"GO:0008360","ANXA1A","BP"
"GO:0006099","SDHAF2","BP"
"GO:0005737","AK4","CC"
"GO:0055037","ATP11C","CC"
"GO:0006906","SYT4","BP"
"GO:0005927","SMPX","CC"
"GO:0005634","ZGC:193538","CC"
"GO:0033031","ANXA1A","BP"
"GO:0030027","PARVB","CC"
"GO:0033674","EPHA2A","BP"
"GO:0061631","UBE2L3A","MF"
"GO:0007165","STAM2","BP"
"GO:0042995","RHOCA","CC"
"GO:0046974","SETDB1B","MF"
"GO:0005829","AHCYL2","CC"
"GO:0000226","EML1","BP"
"GO:0030497","HACD2","BP"
"GO:0070125","TUFM","BP"
"GO:0000027","RPL5B","BP"
"GO:0051480","ATP2B1A","BP"
"GO:0000981","FOXP2","MF"
"GO:0006357","GBX2","BP"
"GO:0005200","PLECB","MF"
"GO:0007169","FGFR3","BP"
"GO:0006357","MTDHA","BP"
"GO:0005764","CTSK","CC"
"GO:0043547","FLCN","BP"
"GO:1990904","DDX17","CC"
"GO:0043236","LGALS1L1","MF"
"GO:0046855","OCRL","BP"
"GO:0042752","PPP1CB","BP"
"GO:0006357","EPAS1A","BP"
"GO:0034515","PSMD1","CC"
"GO:0003779","PDLIM1","MF"
"GO:0006357","PSIP1","BP"
"GO:0005886","BMPR1AB","CC"
"GO:0006357","TBL1X","BP"
"GO:0015629","MPRIP","CC"
"GO:0051015","IQGAP2","MF"
"GO:0005746","SI:DKEY-13I19.8","CC"
"GO:0120009","COL4A3BPA","BP"
"GO:0030877","GSK3B","CC"
"GO:0005743","COQ9","CC"
"GO:0030031","SCINLB","BP"
"GO:0018279","UGGT1","BP"
"GO:0005783","TMEM56B","CC"
"GO:0007160","MSLN","BP"
"GO:0019158","HK1","MF"
"GO:0031773","KISS1","MF"
"GO:0005634","ALYREF","CC"
"GO:0007411","KIF5C","BP"
"GO:0006357","NEUROG1","BP"
"GO:0006906","SNAP29","BP"
"GO:0005682","TXNL4B","CC"
"GO:0005539","SULF2A","MF"
"GO:0007155","CLDN5B","BP"
"GO:0051603","RSPRY1","BP"
"GO:0030488","METTL1","BP"
"GO:0016491","ALKBH4","MF"
"GO:0031340","ANXA1C","BP"
"GO:0030154","CAV3","BP"
"GO:0051721","IGBP1","MF"
"GO:0030182","NOTO","BP"
"GO:0005886","RAP2B","CC"
"GO:0000724","RPA1","BP"
"GO:0000978","FEZF1","MF"
"GO:0005654","TNRC6C1","CC"
"GO:0004138","DGUOK","MF"
"GO:0043001","GOLPH3","BP"
"GO:0000978","HEY1","MF"
"GO:0000079","MNAT1","BP"
"GO:0043197","RAC1A","CC"
"GO:0008024","CCNK","CC"
"GO:0030127","SAR1AB","CC"
"GO:0006338","TOP1L","BP"
"GO:0005887","CD63","CC"
"GO:0005802","SCOCA","CC"
"GO:0030425","SARM1","CC"
"GO:0006919","ZGC:194469","BP"
"GO:0000287","PSPH","MF"
"GO:0016887","HSPA13","MF"
"GO:0005737","KHSRP","CC"
"GO:0006357","MSX2A","BP"
"GO:0006357","NKX2.2B","BP"
"GO:0005774","NAPAA","CC"
"GO:0005737","UXS1","CC"
"GO:0009986","SCUBE2","CC"
"GO:0034613","YWHAQB","BP"
"GO:0000978","FOXB1B","MF"
"GO:0033674","FGFR3","BP"
"GO:0050684","SUPT6H","BP"
"GO:0004842","CUL3A","MF"
"GO:0005634","DDX42","CC"
"GO:1904274","LSR","BP"
"GO:0006874","EDN2","BP"
"GO:0022627","RPS4X","CC"
"GO:0031624","SIAH1","MF"
"GO:0006357","FOXJ1B","BP"
"GO:0008045","RAC2","BP"
"GO:0051015","SI:CH73-103B11.2","MF"
"GO:0019941","NEDD8","BP"
"GO:0007020","NDEL1B","BP"
"GO:0030295","RPLP1","MF"
"GO:0009361","SUCLG1","CC"
"GO:0000175","PARN","MF"
"GO:0005793","TMED7","CC"
"GO:0098639","ITGB1B.1","MF"
"GO:0034063","ATXN2L","BP"
"GO:0000122","HNRNPUA","BP"
"GO:0048172","SYAP1","BP"
"GO:0051233","UNC119B","CC"
"GO:0006355","MLF2","BP"
"GO:0032786","THOC5","BP"
"GO:0005737","CARS2","CC"
"GO:0009952","HOXD3A","BP"
"GO:0000245","SRPK1B","BP"
"GO:0006888","SCFD1","BP"
"GO:0048008","PDGFAA","BP"
"GO:0000981","TCF7L2","MF"
"GO:0032869","PKMA","BP"
"GO:0007018","KIFAP3A","BP"
"GO:0009306","ZGC:112148","BP"
"GO:0090527","NEDD9","BP"
"GO:0042989","TMSB","BP"
"GO:0006355","SI:DKEY-149M13.4","BP"
"GO:0045944","HDAC3","BP"
"GO:0006357","TP53","BP"
"GO:0009142","AK3","BP"
"GO:0006357","HMX3A","BP"
"GO:0045505","DYNLL1","MF"
"GO:0032743","ANXA1C","BP"
"GO:0042775","NDUFV3","BP"
"GO:0016192","ARL1","BP"
"GO:0031175","PPP1R9BA","BP"
"GO:0030433","NCCRP1","BP"
"GO:0030182","IRX3A","BP"
"GO:0005912","PKP3A","CC"
"GO:1990904","G3BP1","CC"
"GO:0000727","MCM5","BP"
"GO:0000922","CDC14AB","CC"
"GO:0030036","DMD","BP"
"GO:0050772","TIAM1A","BP"
"GO:0004758","SPTLC2B","MF"
"GO:0032040","WDR46","CC"
"GO:0000978","SI:DKEYP-84F3.9","MF"
"GO:0035556","WNK1A","BP"
"GO:0004465","LIPIA","MF"
"GO:0031225","SVIP","CC"
"GO:1903753","DUSP1","BP"
"GO:0005829","ASNS","CC"
"GO:0006396","NOL9","BP"
"GO:0031261","ORC3","CC"
"GO:0003729","QKI2","MF"
"GO:0005741","CISD1","CC"
"GO:0005737","UBA3","CC"
"GO:0090314","C2CD5","BP"
"GO:0006357","SI:CH211-276C2.4","BP"
"GO:0032956","RHOGC","BP"
"GO:0005737","XPO1A","CC"
"GO:0031210","PLTP","MF"
"GO:0044255","ABHD2A","BP"
"GO:0000278","TUBA8L3","BP"
"GO:0098943","AP3D1","BP"
"GO:0006446","GLE1","BP"
"GO:0008253","NT5C2A","MF"
"GO:0043235","GFRA1A","CC"
"GO:0030176","ELOVL7A","CC"
"GO:0006338","ACTR5","BP"
"GO:0005763","MRPS22","CC"
"GO:0003712","KDM2BB","MF"
"GO:0001755","SEMA4E","BP"
"GO:0000045","TP53INP1","BP"
"GO:0005634","CCNB2","CC"
"GO:0000398","EFTUD2","BP"
"GO:0031624","RNF144B","MF"
"GO:0071422","SLC25A11","BP"
"GO:0006612","ZDHHC24","BP"
"GO:0009888","LAMC1","BP"
"GO:0045944","RXRGB","BP"
"GO:0045944","MYBL2B","BP"
"GO:0000177","EXOSC3","CC"
"GO:0005737","SI:CH211-229N2.7","CC"
"GO:0040037","SPRY4","BP"
"GO:0070971","SEC24A","CC"
"GO:0005634","ENSDARG00000096528","CC"
"GO:0070936","RNF34A","BP"
"GO:0045842","CDC16","BP"
"GO:0005739","MRPL30","CC"
"GO:0000981","STAT5A","MF"
"GO:0043984","MSL2A","BP"
"GO:0019843","RPS5","MF"
"GO:0097367","MFAP4","MF"
"GO:0005737","PRC1A","CC"
"GO:0000981","FEZF2","MF"
"GO:0000977","LHX5","MF"
"GO:0006364","IMP4","BP"
"GO:0003924","TSR1","MF"
"GO:0000470","RPF1","BP"
"GO:0035556","TAOK3A","BP"
"GO:0034063","SI:CH211-175G6.7","BP"
"GO:0005940","SEPT9B","CC"
"GO:0043005","CPEB4","CC"
"GO:0042073","IFT57","BP"
"GO:0016477","SDC2","BP"
"GO:0016021","STX11B.2","CC"
"GO:0045499","SEMA6E","MF"
"GO:0010757","SERPINE2","BP"
"GO:0003684","RBBP8NL","MF"
"GO:0015793","AQP3A","BP"
"GO:0003682","SI:DKEYP-86F7.3","MF"
"GO:0005769","LDLRAP1A","CC"
"GO:0005886","PACSIN2","CC"
"GO:0061631","CDC34B","MF"
"GO:0007399","RBFOX3","BP"
"GO:0003700","ZGC:66443","MF"
"GO:0035020","ARHGAP17B","BP"
"GO:0061640","SEPT15","BP"
"GO:0000083","NPAT","BP"
"GO:0097505","RAD18","CC"
"GO:0005737","ARF4A","CC"
"GO:0000972","RAE1","BP"
"GO:0043256","TMEFF2B","CC"
"GO:0015629","SCINLB","CC"
"GO:0005634","ZNF644A","CC"
"GO:0043022","EIF2S1B","MF"
"GO:0097428","NFU1","BP"
"GO:0000776","NDE1","CC"
"GO:0007507","HAND2","BP"
"GO:0010862","TGFB1A","BP"
"GO:0001501","COL2A1A","BP"
"GO:0042147","SNX5","BP"
"GO:0019145","ALDH9A1B","MF"
"GO:0035556","MELK","BP"
"GO:0034969","PRMT5","BP"
"GO:0017116","MCM5","MF"
"GO:0060548","CYR61L2","BP"
"GO:0006887","CCDC53","BP"
"GO:0016567","CT030144.1","BP"
"GO:0030687","WDR74","CC"
"GO:0051087","PTGES3A","MF"
"GO:0007169","FGFR2","BP"
"GO:0007010","FGD4A","BP"
"GO:0006511","UBE2D4","BP"
"GO:0007269","STXBP2","BP"
"GO:0048488","SNCB","BP"
"GO:0006606","IPO11","BP"
"GO:0050821","BAG2","BP"
"GO:0007275","TEK","BP"
"GO:0043034","SMPX","CC"
"GO:0006974","AKTIP","BP"
"GO:0012505","RAB14","CC"
"GO:0030424","NPTNA","CC"
"GO:0045165","GATA6","BP"
"GO:0071034","EXOSC2","BP"
"GO:0006897","EHD4","BP"
"GO:0009986","ZGC:77086","CC"
"GO:0005737","HSPA13","CC"
"GO:0042761","TECRB","BP"
"GO:0022857","SLC35B4","MF"
"GO:0005634","NGRN","CC"
"GO:0000122","MTA1","BP"
"GO:0031490","SUZ12B","MF"
"GO:0015485","OSBPL7","MF"
"GO:0005938","ECT2","CC"
"GO:0002088","CRYGN2","BP"
"GO:0006357","IRX1B","BP"
"GO:0033674","KDRL","BP"
"GO:0005737","APBB2B","CC"
"GO:0003700","BCL11BA","MF"
"GO:0005737","UCK2A","CC"
"GO:0004527","ISG20","MF"
"GO:0000027","RPLP0","BP"
"GO:0019774","PSMB6","CC"
"GO:0006468","LMTK3","BP"
"GO:0005739","GPX4A","CC"
"GO:0022625","RPL35","CC"
"GO:0005887","PLPP2B","CC"
"GO:0060548","CTGFA","BP"
"GO:0043161","SPSB1","BP"
"GO:0005739","GPX4B","CC"
"GO:0005635","CSE1L","CC"
"GO:0005634","REXO4","CC"
"GO:0036064","OFD1","CC"
"GO:0071038","EXOSC2","BP"
"GO:0030968","DERL1","BP"
"GO:0031593","PSMD4A","MF"
"GO:0008525","PLTP","MF"
"GO:0004197","CTSLL","MF"
"GO:0043231","CCZ1","CC"
"GO:0070646","DESI1A","BP"
"GO:0061631","UBE2E2","MF"
"GO:0005669","TAF13","CC"
"GO:0005911","HSPG2","CC"
"GO:0034626","ELOVL7A","BP"
"GO:0005884","DBN1","CC"
"GO:0001227","MYNN","MF"
"GO:0097729","DNAH11","CC"
"GO:0006367","POLR2D","BP"
"GO:0032039","INTS12","CC"
"GO:0002181","RPL22","BP"
"GO:0032780","PXK","BP"
"GO:0005615","CREG1","CC"
"GO:0005789","PIGO","CC"
"GO:0005737","AANAT2","CC"
"GO:0004862","PRKAR1AA","MF"
"GO:0000309","NMNAT2","MF"
"GO:0030509","TGFB3","BP"
"GO:0005814","PCM1","CC"
"GO:0005634","ZNF281A","CC"
"GO:0016605","HIPK3B","CC"
"GO:0005666","POLR3H","CC"
"GO:0006888","TRAPPC3","BP"
"GO:0005688","LSM7","CC"
"GO:0071880","ADRB3A","BP"
"GO:0007166","RANBP9","BP"
"GO:0036092","PIK3CB","BP"
"GO:0005615","FGF17","CC"
"GO:0006486","SERP1","BP"
"GO:0051015","MARCKSL1B","MF"
"GO:0006357","NR2C1","BP"
"GO:0005887","ADGRL4","CC"
"GO:0000978","PITX2","MF"
"GO:0009931","MAPKAPK3","MF"
"GO:0005634","SERBP1B","CC"
"GO:0017157","RAB3DB","BP"
"GO:0000978","ESRRGA","MF"
"GO:0008173","FTSJ3","MF"
"GO:0006883","ATP1B3A","BP"
"GO:0048484","PHOX2BB","BP"
"GO:0016887","KIFC1","MF"
"GO:0030154","PRRC2A","BP"
"GO:0004197","ZGC:110239","MF"
"GO:0005953","FNTA","CC"
"GO:0005615","SI:DKEY-239J18.2","CC"
"GO:0017124","ABI3B","MF"
"GO:0000981","FOXO3A","MF"
"GO:0005739","PRDX6","CC"
"GO:0001669","ENKUR","CC"
"GO:0005737","ARHGAP4A","CC"
"GO:0071013","HNRNPUB","CC"
"GO:0000922","NEDD1","CC"
"GO:0000978","GSC","MF"
"GO:0006606","NUTF2L","BP"
"GO:0005901","AP1M2","CC"
"GO:0005484","VAMP1","MF"
"GO:0007179","BAMBIB","BP"
"GO:0005737","CFL2","CC"
"GO:0000447","KRI1","BP"
"GO:0006898","AP2A1","BP"
"GO:0001758","ALDH8A1","MF"
"GO:0006357","FOXK2","BP"
"GO:0000724","SHFM1","BP"
"GO:0000139","RNF175","CC"
"GO:0005819","TTK","CC"
"GO:0033211","ADIPOR1A","BP"
"GO:0005669","TAF11","CC"
"GO:0000978","RARAB","MF"
"GO:0045159","STXBP5A","MF"
"GO:0004032","ZGC:110366","MF"
"GO:0051310","CENPF","BP"
"GO:0007389","TBX5A","BP"
"GO:0005737","ITPKCA","CC"
"GO:0008198","ZGC:92066","MF"
"GO:0005319","GM2A","MF"
"GO:0005887","PCDH7A","CC"
"GO:0005940","SEPT4A","CC"
"GO:0006357","ELF3","BP"
"GO:0005730","RPS13","CC"
"GO:0061630","ZGC:114081","MF"
"GO:0015297","SLC25A11","MF"
"GO:0043161","WWP2","BP"
"GO:1990573","ATP1A1A.4","BP"
"GO:0044183","PFDN1","MF"
"GO:0019722","ACKR4B","BP"
"GO:0030276","SYT2A","MF"
"GO:0007156","ROBO4","BP"
"GO:0051233","AURKB","CC"
"GO:0070475","NOP2","BP"
"GO:0005634","HES6","CC"
"GO:0098609","DSC2L","BP"
"GO:0005737","AIFM1","CC"
"GO:0035556","ZGC:153952","BP"
"GO:0032153","SEPT8B","CC"
"GO:0005829","ADSL","CC"
"GO:0060633","ZNF451","BP"
"GO:0005739","NDUFA9A","CC"
"GO:0005737","SNRPB","CC"
"GO:0031625","TXNIPA","MF"
"GO:0017025","DR1","MF"
"GO:0005737","OAZ2A","CC"
"GO:0043588","DSPA","BP"
"GO:0000978","NRF1","MF"
"GO:0005737","OCRL","CC"
"GO:0005615","SEMA4E","CC"
"GO:0005912","FRMD4BA","CC"
"GO:0045732","HUWE1","BP"
"GO:0003723","TOE1","MF"
"GO:0031032","CDC42BPB","BP"
"GO:0044877","NDUFA9A","MF"
"GO:0016973","POLDIP3","BP"
"GO:0003697","MCM6","MF"
"GO:0005634","SYAP1","CC"
"GO:0032147","BORA","BP"
"GO:0006880","ZGC:92066","BP"
"GO:0030334","FGF4","BP"
"GO:0051923","SULT2ST1","BP"
"GO:0030331","PAGR1","MF"
"GO:0035869","KIFAP3B","CC"
"GO:0007163","PARVAA","BP"
"GO:0005765","HPS4","CC"
"GO:0031573","EME1","BP"
"GO:0005615","FGF10A","CC"
"GO:0030010","ENSDARG00000077545","BP"
"GO:0005634","USP5","CC"
"GO:0005634","PDCD4A","CC"
"GO:0000976","BNC2","MF"
"GO:0008593","GALNT11","BP"
"GO:0005634","TNKS","CC"
"GO:0000209","ZGC:55512","BP"
"GO:0043296","PARD3","CC"
"GO:0019905","VAMP3","MF"
"GO:0045892","PHC2B","BP"
"GO:0006123","ZGC:86599","BP"
"GO:0015137","SLC13A5A","MF"
"GO:0000977","ZGC:173517","MF"
"GO:0005737","NPM1A","CC"
"GO:0030176","DPM3","CC"
"GO:0016573","RUVBL1","BP"
"GO:0005634","GTF3AA","CC"
"GO:0005622","DHX15","CC"
"GO:0033674","EPHB2B","BP"
"GO:0016887","HSPA14","MF"
"GO:0003341","CCDC114","BP"
"GO:0030501","TMEM119B","BP"
"GO:0005737","AK6","CC"
"GO:0005829","GSR","CC"
"GO:0005739","ADHFE1","CC"
"GO:0005789","ALG12","CC"
"GO:0051087","PTGES3B","MF"
"GO:1902742","XKR9","BP"
"GO:0051085","DNAJC18","BP"
"GO:0005125","BMP6","MF"
"GO:0019898","BLOC1S6","CC"
"GO:0007169","RYK","BP"
"GO:0000122","HNRNPUB","BP"
"GO:0051087","DNLZ","MF"
"GO:0006906","STX6","BP"
"GO:0005789","LMAN2LB","CC"
"GO:0005886","MYO1EA","CC"
"GO:0004197","CTSS2.2","MF"
"GO:0009952","HOXB5B","BP"
"GO:0007204","CXCR4A","BP"
"GO:0017046","GHRB","MF"
"GO:0010468","FUBP1","BP"
"GO:0005739","MTG1","CC"
"GO:0005737","PIK3C2A","CC"
"GO:0001947","MGAA","BP"
"GO:0031625","HSP70L","MF"
"GO:0043235","EPHA7","CC"
"GO:0005737","ZGC:110626","CC"
"GO:0005737","FGF4","CC"
"GO:0034613","SEPT10","BP"
"GO:0060271","CDC14B","BP"
"GO:0000463","ZNHIT3","BP"
"GO:0030425","SMO","CC"
"GO:0006015","PRPSAP2","BP"
"GO:0046034","ENPP1","BP"
"GO:0005634","FHIT","CC"
"GO:0005656","WDR18","CC"
"GO:0005739","CYP27C1","CC"
"GO:0005634","ZNHIT6","CC"
"GO:0016538","CCNB1","MF"
"GO:0007268","CACNB4B","BP"
"GO:0004601","SI:CH211-5K11.2","MF"
"GO:0008187","U2AF2A","MF"
"GO:0005484","SEC22BA","MF"
"GO:0000977","DRGX","MF"
"GO:0006635","ACAT2","BP"
"GO:0005829","PGD","CC"
"GO:0004842","CUL3B","MF"
"GO:0005615","COL16A1","CC"
"GO:0008179","CAP1","MF"
"GO:0016251","TAF5","MF"
"GO:0002181","RPLP0","BP"
"GO:0030182","IRX5B","BP"
"GO:0000981","ATF1","MF"
"GO:0007015","RND3B","BP"
"GO:0061631","UBE2G1A","MF"
"GO:0007220","APH1B","BP"
"GO:0000278","CLTCA","BP"
"GO:0016477","TMEFF2B","BP"
"GO:0030690","NOC2L","CC"
"GO:0072659","RAB44","BP"
"GO:0005737","CYP2P10","CC"
"GO:0006357","IKZF1","BP"
"GO:0006487","B4GALT1","BP"
"GO:0005005","EPHA2A","MF"
"GO:0005811","RDH10A","CC"
"GO:0043484","AFF2","BP"
"GO:0006357","HIC1L","BP"
"GO:0000776","SI:DKEY-57A22.11","CC"
"GO:0005813","IFT20","CC"
"GO:0042393","CKS1B","MF"
"GO:0007015","MARCKSL1B","BP"
"GO:0030031","GSNA","BP"
"GO:0006357","HER13","BP"
"GO:0004706","MAP3K13","MF"
"GO:0140223","TBPL1","MF"
"GO:0043236","LGALS2A","MF"
"GO:0008064","BRK1","BP"
"GO:0008378","SI:DKEY-199F5.8","MF"
"GO:0005887","FGFR1B","CC"
"GO:0005750","CYC1","CC"
"GO:0003924","SEPT9B","MF"
"GO:0031234","ERRFI1","CC"
"GO:0036064","SSNA1","CC"
"GO:0005739","FAM210B","CC"
"GO:0030672","SYPL2A","CC"
"GO:0031012","SPON1B","CC"
"GO:0000470","MAK16","BP"
"GO:0048870","CFL1","BP"
"GO:0030036","ARHGEF10LB","BP"
"GO:0007094","TTK","BP"
"GO:0000149","SNAP91","MF"
"GO:0005634","TTBK1B","CC"
"GO:0006904","RAB8B","BP"
"GO:0005737","MAP4K4","CC"
"GO:0005634","NOVA2","CC"
"GO:0030154","SOX4A","BP"
"GO:0000381","KHDRBS1A","BP"
"GO:0005315","SLC25A3B","MF"
"GO:0005912","SI:CH211-203C7.2","CC"
"GO:0030509","NDR1","BP"
"GO:0042102","ANXA1C","BP"
"GO:0031410","STON2","CC"
"GO:0030833","SI:DKEY-40C11.2","BP"
"GO:0007017","VBP1","BP"
"GO:0048598","MSX2B","BP"
"GO:0042826","MTA1","MF"
"GO:0042162","ZGC:113263","MF"
"GO:0042130","HHLA2A.1","BP"
"GO:0005886","PXNA","CC"
"GO:0008457","B3GNT5A","MF"
"GO:0005871","STARD9","CC"
"GO:0016471","TCIRG1B","CC"
"GO:0019901","CKS2","MF"
"GO:0000028","RPSA","BP"
"GO:0005829","USP5","CC"
"GO:0005930","KIFAP3B","CC"
"GO:0036038","TMEM107L","CC"
"GO:0008017","CCDC88B","MF"
"GO:0005768","RAB11BB","CC"
"GO:0007288","IQCG","BP"
"GO:0071051","EXOSC6","BP"
"GO:0012505","CAX1","CC"
"GO:0042552","MAL2","BP"
"GO:0098967","STX1B","BP"
"GO:0015964","FHIT","BP"
"GO:0006357","SIX6A","BP"
"GO:0045727","UPF3A","BP"
"GO:0071049","EXOSC3","BP"
"GO:0030018","PDLIM1","CC"
"GO:0000470","NOP2","BP"
"GO:0008543","FGF24","BP"
"GO:0000381","FXR1","BP"
"GO:0005737","FTH1A","CC"
"GO:0042795","SNAPC3","BP"
"GO:0046167","GK5","BP"
"GO:0031982","MYO6A","CC"
"GO:0071036","EXOSC10","BP"
"GO:0043547","CCL25B","BP"
"GO:0034338","ABHD3","MF"
"GO:0031012","COL9A3","CC"
"GO:0004197","USP5","MF"
"GO:0005634","DDX3A","CC"
"GO:0004085","ACADS","MF"
"GO:0006357","HOXB7A","BP"
"GO:0030891","VHL","CC"
"GO:0030182","IRX5A","BP"
"GO:0007019","KATNB1","BP"
"GO:0030176","DHCR7","CC"
"GO:0008284","RTKN2A","BP"
"GO:0030865","RAC3A","BP"
"GO:0005739","FPGS","CC"
"GO:0005737","ITPK1B","CC"
"GO:0070085","SI:DKEY-199F5.8","BP"
"GO:0005096","TBC1D5","MF"
"GO:0060090","SEPT2","MF"
"GO:0034243","SUPT4H1","BP"
"GO:0005886","ACSL4A","CC"
"GO:0070300","PLTP","MF"
"GO:0030509","BMP7A","BP"
"GO:0005615","LGALS2A","CC"
"GO:0006936","TPM4A","BP"
"GO:0070971","SEC24B","CC"
"GO:0043005","MAP4","CC"
"GO:0050790","PRKAG1","BP"
"GO:0005886","EFNB2B","CC"
"GO:0001227","INSM1B","MF"
"GO:0097539","NIN","CC"
"GO:0043235","EPHB3A","CC"
"GO:0007420","B3GNT5B","BP"
"GO:0016836","CA15A","MF"
"GO:0000289","CNOT6A","BP"
"GO:0007266","PLEKHG7","BP"
"GO:0005737","CCDC50","CC"
"GO:0008310","POLE","MF"
"GO:0006357","FOXP1B","BP"
"GO:0006511","RC3H1B","BP"
"GO:0005737","PPIB","CC"
"GO:0005764","SI:DKEY-239J18.2","CC"
"GO:0000122","RIPPLY1","BP"
"GO:0012505","KDELC2","CC"
"GO:0007268","CHRNA5","BP"
"GO:0005856","TAGLN3B","CC"
"GO:0030154","SOX11A","BP"
"GO:0005886","EPB41L2","CC"
"GO:0071526","SEMA3FA","BP"
"GO:0005634","HNRNPR","CC"
"GO:0034198","DAP1B","BP"
"GO:0038203","SYAP1","BP"
"GO:0005634","AKTIP","CC"
"GO:0000981","ARNT2","MF"
"GO:0008017","MAPTB","MF"
"GO:0030154","RARGA","BP"
"GO:0034220","ATP2A2A","BP"
"GO:0030424","RAB5AA","CC"
"GO:0045859","CCNYL1","BP"
"GO:0006357","NACC1","BP"
"GO:0043177","HBAE3","MF"
"GO:0071013","FRG1","CC"
"GO:0000422","MAP1LC3A","BP"
"GO:0070098","CCL20A.3","BP"
"GO:0005245","CACNA2D4A","MF"
"GO:0043240","APITD1","CC"
"GO:0006518","CPN1","BP"
"GO:0010032","NCAPD2","BP"
"GO:0003727","CNBPB","MF"
"GO:0030865","RHOF","BP"
"GO:0000462","UTP3","BP"
"GO:0031201","VAMP8","CC"
"GO:0061665","PIAS4A","MF"
"GO:0006621","ANKRD13C","BP"
"GO:0045944","HNRNPUB","BP"
"GO:0009060","SDHB","BP"
"GO:0016020","MTMR6","CC"
"GO:0071230","RRAGA","BP"
"GO:0046705","CMPK","BP"
"GO:0070530","SQSTM1","MF"
"GO:0009952","HES2.2","BP"
"GO:0005737","ALDH3A2A","CC"
"GO:0030182","ENG2A","BP"
"GO:0070374","FGFR4","BP"
"GO:0004896","IL13RA1","MF"
"GO:0003723","MBNL2","MF"
"GO:0017156","SYT1A","BP"
"GO:0030154","FOXQ1B","BP"
"GO:0007018","SI:DKEY-148F10.4","BP"
"GO:0008134","SIRT2","MF"
"GO:0000794","RAD50","CC"
"GO:0048026","CIRBPB","BP"
"GO:0045910","H1F0","BP"
"GO:0015116","SLC25A11","MF"
"GO:0000977","AEBP1","MF"
"GO:0032784","THOC1","BP"
"GO:0030490","NOB1","BP"
"GO:0005737","FGF13B","CC"
"GO:0007005","MTX2","BP"
"GO:0008090","PAFAH1B1B","BP"
"GO:0007399","ACVR1BA","BP"
"GO:0097322","HEXIM1","MF"
"GO:0005886","SI:DKEYP-100A1.6","CC"
"GO:0003714","NOC2L","MF"
"GO:0045893","RNF111","BP"
"GO:0004844","TDG.1","MF"
"GO:0034220","ATP2A2B","BP"
"GO:0005925","PARVG","CC"
"GO:0006874","ATP2B3A","BP"
"GO:0042552","LGI1B","BP"
"GO:0008526","PITPNC1","MF"
"GO:0009653","SOX19A","BP"
"GO:2001244","DDIT3","BP"
"GO:0034513","GAR1","MF"
"GO:0070822","SAP130B","CC"
"GO:0061024","SAR1AB","BP"
"GO:0005739","MDH2","CC"
"GO:0005829","CSNK2A1","CC"
"GO:0000122","NR2C1","BP"
"GO:0034613","YWHABB","BP"
"GO:0010824","NPM1B","BP"
"GO:0005615","NOG1","CC"
"GO:0035102","PHC1","CC"
"GO:0000978","TEFA","MF"
"GO:0000981","CTCF","MF"
"GO:0000981","SCRT1A","MF"
"GO:0072683","CD99","BP"
"GO:0000811","GINS3","CC"
"GO:0000149","VTI1B","MF"
"GO:0000981","HER6","MF"
"GO:0006487","B4GALT1L","BP"
"GO:0003714","SIRT1","MF"
"GO:0016846","CTH","MF"
"GO:0033700","ABCA1B","BP"
"GO:0016251","GTF2B","MF"
"GO:0032446","UBA1","BP"
"GO:0005886","GPM6BB","CC"
"GO:0007010","SPRYD3","BP"
"GO:0031116","ZGC:66447","BP"
"GO:0048786","PPFIBP1B","CC"
"GO:0032956","EFNA5A","BP"
"GO:0005737","MOB2B","CC"
"GO:0019905","SNAP29","MF"
"GO:0010468","KDM6A","BP"
"GO:0070831","TMEFF2B","BP"
"GO:0036066","POFUT1","BP"
"GO:0007631","NPY","BP"
"GO:0008574","KIF5AA","MF"
"GO:0000978","NR2F2","MF"
"GO:0004521","RCL1","MF"
"GO:0015630","TEKT1","CC"
"GO:0005635","MAD1L1","CC"
"GO:0042393","BRD1B","MF"
"GO:0008017","MAP1LC3B","MF"
"GO:0032588","ARFIP2B","CC"
"GO:0005886","HDR","CC"
